Date,Year,Peak Chart Position,Artist - Source Database,Artist - Modified,Title - Source Database,Title - Modified,Genre,Duration,streaming platform,Original Record Label & Catalog No.,Suggested Filename,Search,id
7/25/2009,2009,87,Hannah Montana,Hannah Montana,Ice Cream Freeze (Let’s Chill),Ice Cream Freeze (Let's Chill),"['dance pop', 'pop', 'uk pop']",3:07,Spotify,Walt Disney Digital,Hannah Montana--Ice Cream Freeze (Let's Chill) (2009),https://www.google.com/search?q=%22Hannah Montana%22+%22Ice Cream Freeze%22&ie=utf-8&oe=utf-8,3224
7/25/2009,2009,93,Lupe Fiasco Featuring Matthew Santos,Lupe Fiasco,Shining Down,Shining Down,['post-teen pop'],4:34,Spotify,1st & 15th Digital,Lupe Fiasco--Shining Down (2009),https://www.google.com/search?q=%22Lupe Fiasco%22+%22Shining Down%22&ie=utf-8&oe=utf-8,3225
8/1/2009,2009,11,Shakira,Shakira,She Wolf,She Wolf,['new wave pop'],3:07,Spotify,Sony Music Latin/Epic Digital,Shakira--She Wolf (2009),https://www.google.com/search?q=%22Shakira%22+%22She Wolf%22&ie=utf-8&oe=utf-8,3226
8/1/2009,2009,17,Drake Featuring Trey Songz,Drake,Successful,Successful,"['australian country', 'contemporary country', 'country', 'country road']",5:51,Spotify,Cash Money Digital,Drake--Successful (2009),https://www.google.com/search?q=%22Drake%22+%22Successful%22&ie=utf-8&oe=utf-8,3227
8/1/2009,2009,80,OneRepublic with Sara Bareilles,OneRepublic,Come Home,Come Home,[],4:21,Spotify,Mosley Digital,OneRepublic--Come Home (2009),https://www.google.com/search?q=%22OneRepublic%22+%22Come Home%22&ie=utf-8&oe=utf-8,3228
8/1/2009,2009,84,Darryl Worley,Darryl Worley,Sounds Like Life To Me,Sounds Like Life to Me,"['dance pop', 'pop', 'post-teen pop']",3:42,Spotify,Stroudavarious Digital,Darryl Worley--Sounds Like Life to Me (2009),https://www.google.com/search?q=%22Darryl Worley%22+%22Sounds Like Life to Me%22&ie=utf-8&oe=utf-8,3229
8/1/2009,2009,92,Jason Mraz,Jason Mraz,If It Kills Me,If It Kills Me,"['candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'pop rap', 'post-teen pop', 'tropical house']",4:33,Spotify,Atlantic Digital,Jason Mraz--If It Kills Me (2009),https://www.google.com/search?q=%22Jason Mraz%22+%22If It Kills Me%22&ie=utf-8&oe=utf-8,3230
8/1/2009,2009,95,Daughtry,Daughtry,You Don’t Belong,You Don't Belong,"['contemporary country', 'country pop']",3:59,Spotify,19/RCA Digital,Daughtry--You Don't Belong (2009),https://www.google.com/search?q=%22Daughtry%22+%22You Don%27t Belong%22&ie=utf-8&oe=utf-8,3231
8/8/2009,2009,10,Beyonce,Beyonce,Sweet Dreams,Sweet Dreams,"['contemporary country', 'country', 'country road', 'modern country rock']",3:28,Spotify,Music World Digital,Beyonce--Sweet Dreams (2009),https://www.google.com/search?q=%22Beyonce%22+%22Sweet Dreams%22&ie=utf-8&oe=utf-8,3232
8/8/2009,2009,18,Michael Franti & Spearhead,Michael Franti & Spearhead,Say Hey (I Love You),Say Hey (I Love You),[],3:55,Spotify,Boo Boo Wax/Anti- Digital,Michael Franti & Spearhead--Say Hey (I Love You) (2009),https://www.google.com/search?q=%22Michael Franti%22+%22Say Hey%22&ie=utf-8&oe=utf-8,3233
8/8/2009,2009,25,Zac Brown Band,Zac Brown Band,Toes,Toes,"['adult standards', 'classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul']",4:21,Spotify,Home Grown/Atlantic Digital,Zac Brown Band--Toes (2009),https://www.google.com/search?q=%22Zac Brown Band%22+%22Toes%22&ie=utf-8&oe=utf-8,3234
8/8/2009,2009,51,Jeremih,Jeremih,Imma Star (Everywhere We Are),Imma Star (Everywhere We Are),"['contemporary country', 'country road']",4:21,Spotify,Mick Schultz/Def Jam Digital,Jeremih--Imma Star (Everywhere We Are) (2009),https://www.google.com/search?q=%22Jeremih%22+%22Imma Star%22&ie=utf-8&oe=utf-8,3235
8/8/2009,2009,63,Mary J. Blige Featuring Drake,Mary J. Blige,The One,The One,"['dance pop', 'pop', 'post-teen pop']",3:29,Spotify,Matriarch/Geffen Digital,Mary J. Blige--The One (2009),https://www.google.com/search?q=%22Mary J. Blige%22+%22The One%22&ie=utf-8&oe=utf-8,3236
8/8/2009,2009,89,Demi Lovato,Demi Lovato,Catch Me,Catch Me,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",3:09,Spotify,Hollywood Digital,Demi Lovato--Catch Me (2009),https://www.google.com/search?q=%22Demi Lovato%22+%22Catch Me%22&ie=utf-8&oe=utf-8,3237
8/8/2009,2009,91,Mat Kearney,Mat Kearney,Closer To Love,Closer to Love,"['dance pop', 'deep pop r&b', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",3:37,Spotify,Aware Digital,Mat Kearney--Closer to Love (2009),https://www.google.com/search?q=%22Mat Kearney%22+%22Closer to Love%22&ie=utf-8&oe=utf-8,3238
8/8/2009,2009,93,Beastie Boys Featuring Nas,Beastie Boys,Too Many Rappers,Too Many Rappers,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']",4:24,Spotify,Capitol 56391,Beastie Boys--Too Many Rappers (2009),https://www.google.com/search?q=%22Beastie Boys%22+%22Too Many Rappers%22&ie=utf-8&oe=utf-8,3239
8/15/2009,2009,2,"Jay-Z, Rihanna & Kanye West","Jay-Z, Rihanna & Kanye West",Run This Town,Run This Town,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",4:34,Spotify,Roc Nation Digital,"Jay-Z, Rihanna & Kanye West--Run This Town (2009)",https://www.google.com/search?q=%22Jay-Z%2C Rihanna%22+%22Run This Town%22&ie=utf-8&oe=utf-8,3240
8/15/2009,2009,5,David Guetta Featuring Akon,David Guetta,Sexy Chick,Sexy Chick,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'philly rap', 'southern hip hop']",3:15,Spotify,Gum/Astralwerks Digital,David Guetta--Sexy Chick (2009),https://www.google.com/search?q=%22David Guetta%22+%22Sexy Chick%22&ie=utf-8&oe=utf-8,3241
8/15/2009,2009,29,T.I. Featuring Mary J. Blige,T.I.,Remember Me,Remember Me,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",4:05,Spotify,Grand Hustle Digital,T.I.--Remember Me (2009),https://www.google.com/search?q=%22T.I.%22+%22Remember Me%22&ie=utf-8&oe=utf-8,3242
8/15/2009,2009,31,Uncle Kracker,Uncle Kracker,Smile,Smile,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'southern soul']",3:21,Spotify,Top Dog Digital,Uncle Kracker--Smile (2009),https://www.google.com/search?q=%22Uncle Kracker%22+%22Smile%22&ie=utf-8&oe=utf-8,3243
8/15/2009,2009,35,Toby Keith,Toby Keith,American Ride,American Ride,"['classic uk pop', 'new wave pop']",2:48,Spotify,Show Dog Nashville Digital,Toby Keith--American Ride (2009),https://www.google.com/search?q=%22Toby Keith%22+%22American Ride%22&ie=utf-8&oe=utf-8,3244
8/15/2009,2009,59,Tim McGraw,Tim McGraw,It’s A Business Doing Pleasure With You,It's a Business Doing Pleasure With You,[],3:11,Spotify,Curb Digital,Tim McGraw--It's a Business Doing Pleasure With You (2009),https://www.google.com/search?q=%22Tim McGraw%22+%22It%27s a Business Doing Pleasure With You%22&ie=utf-8&oe=utf-8,3245
8/15/2009,2009,66,Parachute,Parachute,She Is Love,She Is Love,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'jazz rap', 'rap', 'turntablism']",2:26,Spotify,Mercury Digital,Parachute--She Is Love (2009),https://www.google.com/search?q=%22Parachute%22+%22She Is Love%22&ie=utf-8&oe=utf-8,3246
8/15/2009,2009,93,Michelle Branch,Michelle Branch,Sooner Or Later,Sooner or Later,['australian rock'],3:09,Spotify,Reprise/Warner Bros. Digital,Michelle Branch--Sooner or Later (2009),https://www.google.com/search?q=%22Michelle Branch%22+%22Sooner or Later%22&ie=utf-8&oe=utf-8,3247
8/15/2009,2009,97,Martina McBride,Martina McBride,I Just Call You Mine,I Just Call You Mine,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show']",4:20,Spotify,RCA Nashville Digital,Martina McBride--I Just Call You Mine (2009),https://www.google.com/search?q=%22Martina McBride%22+%22I Just Call You Mine%22&ie=utf-8&oe=utf-8,3248
8/22/2009,2009,37,Muse,Muse,Uprising,Uprising,"['dance rock', 'disco', 'europop', 'new wave pop', 'soft rock']",5:04,Spotify,Warner Bros. Digital,Muse--Uprising (2009),https://www.google.com/search?q=%22Muse%22+%22Uprising%22&ie=utf-8&oe=utf-8,3249
8/22/2009,2009,42,Brad Paisley,Brad Paisley,Welcome To The Future,Welcome to the Future,"['adult standards', 'album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'yacht rock']",5:51,Spotify,Arista Nashville Digital,Brad Paisley--Welcome to the Future (2009),https://www.google.com/search?q=%22Brad Paisley%22+%22Welcome to the Future%22&ie=utf-8&oe=utf-8,3250
8/22/2009,2009,61,Selena Gomez,Selena Gomez,Magic,Magic,"['bboy', 'east coast hip hop', 'hardcore hip hop', 'hip hop']",2:49,Spotify,Walt Disney Digital,Selena Gomez--Magic (2009),https://www.google.com/search?q=%22Selena Gomez%22+%22Magic%22&ie=utf-8&oe=utf-8,3251
8/22/2009,2009,70,Whitney Houston,Whitney Houston,I Look To You,I Look to You,['freestyle'],4:25,Spotify,Arista Digital,Whitney Houston--I Look to You (2009),https://www.google.com/search?q=%22Whitney Houston%22+%22I Look to You%22&ie=utf-8&oe=utf-8,3252
8/22/2009,2009,71,Madonna,Madonna,Celebration,Celebration,"['album rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",3:35,Spotify,Warner Bros. Digital,Madonna--Celebration (2009),https://www.google.com/search?q=%22Madonna%22+%22Celebration%22&ie=utf-8&oe=utf-8,3253
8/22/2009,2009,92,"Jamie Foxx Featuring Drake, Kanye West & The-Dream",Jamie Foxx,Digital Girl,Digital Girl,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",4:38,Spotify,J Digital,Jamie Foxx--Digital Girl (2009),https://www.google.com/search?q=%22Jamie Foxx%22+%22Digital Girl%22&ie=utf-8&oe=utf-8,3254
8/29/2009,2009,1,Jason DeRulo,Jason DeRulo,Whatcha Say,Whatcha Say,"['celtic rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",3:42,Spotify,Beluga Heights Digital,Jason DeRulo--Whatcha Say (2009),https://www.google.com/search?q=%22Jason DeRulo%22+%22Whatcha Say%22&ie=utf-8&oe=utf-8,3255
8/29/2009,2009,2,Miley Cyrus,Miley Cyrus,Party In The U.S.A.,Party in the U.S.A.,['pop rock'],3:22,Spotify,Hollywood Digital,Miley Cyrus--Party in the U.S.A. (2009),https://www.google.com/search?q=%22Miley Cyrus%22+%22Party in the U.S.A.%22&ie=utf-8&oe=utf-8,3256
8/29/2009,2009,2,Lady Antebellum,Lady Antebellum,Need You Now,Need You Now,"['folk rock', 'psychedelic rock']",3:57,Spotify,Capitol Nashville Digital,Lady Antebellum--Need You Now (2009),https://www.google.com/search?q=%22Lady Antebellum%22+%22Need You Now%22&ie=utf-8&oe=utf-8,3257
8/29/2009,2009,20,Disney’s Friends For Change,Disney's Friends for Change,Send It On,Send It On,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'piano rock', 'progressive rock', 'rock', 'soft rock']",3:26,Spotify,Walt Disney Digital,Disney's Friends for Change--Send It On (2009),https://www.google.com/search?q=%22Disney%27s Friends for Change%22+%22Send It On%22&ie=utf-8&oe=utf-8,3258
8/29/2009,2009,25,Cascada,Cascada,Evacuate The Dancefloor,Evacuate the Dancefloor,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'motown', 'rock', 'soul', 'vocal jazz']",3:30,Spotify,Robbins 72199,Cascada--Evacuate the Dancefloor (2009),https://www.google.com/search?q=%22Cascada%22+%22Evacuate the Dancefloor%22&ie=utf-8&oe=utf-8,3259
8/29/2009,2009,33,Chris Young,Chris Young,Gettin’ You Home (The Black Dress Song),Gettin' You Home (The Black Dress Song),"['adult standards', 'jazz funk', 'quiet storm', 'smooth jazz', 'soft rock', 'vocal jazz', 'yacht rock']",3:33,Spotify,RCA Nashville Digital,Chris Young--Gettin' You Home (The Black Dress Song) (2009),https://www.google.com/search?q=%22Chris Young%22+%22Gettin%27 You Home%22&ie=utf-8&oe=utf-8,3260
8/29/2009,2009,64,Cobra Starship,Cobra Starship,Hot Mess,Hot Mess,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",2:52,Spotify,Fueled By Ramen Digital,Cobra Starship--Hot Mess (2009),https://www.google.com/search?q=%22Cobra Starship%22+%22Hot Mess%22&ie=utf-8&oe=utf-8,3261
8/29/2009,2009,88,Britney Spears,Britney Spears,Radar,Radar,"['funk', 'hip pop', 'minneapolis sound', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",3:49,Spotify,Jive Digital,Britney Spears--Radar (2009),https://www.google.com/search?q=%22Britney Spears%22+%22Radar%22&ie=utf-8&oe=utf-8,3262
9/5/2009,2009,1,Owl City,Owl City,Fireflies,Fireflies,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock', 'rock-and-roll', 'rockabilly', 'soft rock']",3:48,Spotify,Universal Republic Digital,Owl City--Fireflies (2009),https://www.google.com/search?q=%22Owl City%22+%22Fireflies%22&ie=utf-8&oe=utf-8,3263
9/5/2009,2009,2,Iyaz,Iyaz,Replay,Replay,[],3:01,Spotify,Beluga Heights Digital,Iyaz--Replay (2009),https://www.google.com/search?q=%22Iyaz%22+%22Replay%22&ie=utf-8&oe=utf-8,3264
9/5/2009,2009,32,Kenny Chesney with Dave Matthews,Kenny Chesney & Dave Matthews,I’m Alive,I'm Alive,[],3:18,Spotify,BNA Digital,Kenny Chesney & Dave Matthews--I'm Alive (2009),https://www.google.com/search?q=%22Kenny Chesney%22+%22I%27m Alive%22&ie=utf-8&oe=utf-8,3265
9/5/2009,2009,66,3OH!3,3OH-3,Starstrukk,Starstrukk,"['alternative emo', 'anthem emo', 'dreamo', 'emo', 'melodic hardcore', 'philly indie', 'pop punk', 'progressive post-hardcore']",3:04,Spotify,Photo Finish/Atlantic Digital,3OH-3--Starstrukk (2009),https://www.google.com/search?q=%223OH-3%22+%22Starstrukk%22&ie=utf-8&oe=utf-8,3266
9/5/2009,2009,89,Sugarland,Sugarland,Joey,Joey,"['hollywood', 'post-teen pop', 'show tunes']",4:02,Spotify,Mercury Nashville Digital,Sugarland--Joey (2009),https://www.google.com/search?q=%22Sugarland%22+%22Joey%22&ie=utf-8&oe=utf-8,3267
9/12/2009,2009,6,Lady GaGa,Lady GaGa,Paparazzi,Paparazzi,,3:28,Spotify,Streamline/Kon Live/Cherrytree Digital,Lady GaGa--Paparazzi (2009),https://www.google.com/search?q=%22Lady GaGa%22+%22Paparazzi%22&ie=utf-8&oe=utf-8,3268
9/12/2009,2009,56,Pearl Jam,Pearl Jam,The Fixer,The Fixer,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",2:57,Spotify,Monkeywrench 0464,Pearl Jam--The Fixer (2009),https://www.google.com/search?q=%22Pearl Jam%22+%22The Fixer%22&ie=utf-8&oe=utf-8,3269
9/12/2009,2009,59,R. Kelly Featuring Keri Hilson,R. Kelly,Number One,Number One,,4:24,Spotify,Jive Digital,R. Kelly--Number One (2009),https://www.google.com/search?q=%22R. Kelly%22+%22Number One%22&ie=utf-8&oe=utf-8,3270
9/12/2009,2009,65,Love And Theft,Love & Theft,Runaway,Runaway,['swamp pop'],3:49,Spotify,Carolwood Digital,Love & Theft--Runaway (2009),https://www.google.com/search?q=%22Love%22+%22Runaway%22&ie=utf-8&oe=utf-8,3271
9/12/2009,2009,73,Creed,Creed,Overcome,Overcome,[],3:46,Spotify,Wind-up Digital,Creed--Overcome (2009),https://www.google.com/search?q=%22Creed%22+%22Overcome%22&ie=utf-8&oe=utf-8,3272
9/12/2009,2009,75,Three 6 Mafia Featuring Kalenna,Three 6 Mafia,Shake My,Shake My,"['adult standards', 'brill building pop', 'bubblegum pop', 'lounge', 'mellow gold', 'rockabilly', 'soft rock']",3:19,Spotify,Hypnotize Minds Digital,Three 6 Mafia--Shake My (2009),https://www.google.com/search?q=%22Three 6 Mafia%22+%22Shake My%22&ie=utf-8&oe=utf-8,3273
9/12/2009,2009,78,Pleasure P,Pleasure P,Under,Under,"['brill building pop', 'bubblegum pop', 'merseybeat']",3:51,Spotify,Atlantic Digital,Pleasure P--Under (2009),https://www.google.com/search?q=%22Pleasure P%22+%22Under%22&ie=utf-8&oe=utf-8,3274
9/12/2009,2009,81,Weezer,Weezer,(If You’re Wondering If I Want You To) I Want You To,(If You're Wondering If I Want You to) I Want You To,,3:28,Spotify,DGC Digital,Weezer--(If You're Wondering If I Want You to) I Want You To (2009),https://www.google.com/search?q=%22Weezer%22+%2 I Want You To%22&ie=utf-8&oe=utf-8,3275
9/12/2009,2009,82,Selena Gomez & The Scene,Selena Gomez & The Scene,Falling Down,Falling Down,"['blues', 'blues rock', 'classic rock', 'electric blues', 'memphis soul', 'soul blues', 'traditional blues']",3:05,Spotify,Hollywood Digital,Selena Gomez & The Scene--Falling Down (2009),https://www.google.com/search?q=%22Selena Gomez%22+%22Falling Down%22&ie=utf-8&oe=utf-8,3276
9/12/2009,2009,99,Wale Featuring Lady Gaga,Wale,Chillin,Chillin,"['contemporary country', 'country pop']",3:17,Spotify,AllIDo Digital,Wale--Chillin (2009),https://www.google.com/search?q=%22Wale%22+%22Chillin%22&ie=utf-8&oe=utf-8,3277
9/12/2009,2009,100,Skillet,Skillet,Awake And Alive,Awake and Alive,"['album rock', 'art rock', 'classic uk pop', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'pub rock', 'rock', 'soft rock']",3:29,Spotify,Ardent Digital,Skillet--Awake and Alive (2009),https://www.google.com/search?q=%22Skillet%22+%22Awake and Alive%22&ie=utf-8&oe=utf-8,3278
9/19/2009,2009,24,Michael Buble,Michael Buble,Haven’t Met You Yet,Haven't Met You Yet,"['dance pop', 'pop', 'post-teen pop']",4:05,Spotify,143 Digital (Reprise),Michael Buble--Haven't Met You Yet (2009),https://www.google.com/search?q=%22Michael Buble%22+%22Haven%27t Met You Yet%22&ie=utf-8&oe=utf-8,3279
9/19/2009,2009,34,Luke Bryan,Luke Bryan,Do I,Do I,"['new romantic', 'new wave pop']",4:00,Spotify,Capitol Nashville Digital,Luke Bryan--Do I (2009),https://www.google.com/search?q=%22Luke Bryan%22+%22Do I%22&ie=utf-8&oe=utf-8,3280
9/19/2009,2009,35,Jesse McCartney Featuring T-Pain,Jesse McCartney,Body Language,Body Language,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge']",3:29,Spotify,Hollywood Digital,Jesse McCartney--Body Language (2009),https://www.google.com/search?q=%22Jesse McCartney%22+%22Body Language%22&ie=utf-8&oe=utf-8,3281
9/19/2009,2009,36,Gucci Mane Featuring Plies,Gucci Mane,Wasted,Wasted,"['dance pop', 'pop', 'post-teen pop', 'social media pop', 'teen pop', 'viral pop']",4:13,Spotify,Mizay/So Icey Digital,Gucci Mane--Wasted (2009),https://www.google.com/search?q=%22Gucci Mane%22+%22Wasted%22&ie=utf-8&oe=utf-8,3282
9/19/2009,2009,40,Breaking Benjamin,Breaking Benjamin,I Will Not Bow,I Will Not Bow,[],3:36,Spotify,Hollywood Digital,Breaking Benjamin--I Will Not Bow (2009),https://www.google.com/search?q=%22Breaking Benjamin%22+%22I Will Not Bow%22&ie=utf-8&oe=utf-8,3283
9/19/2009,2009,51,Trey Songz Featuring Gucci Mane & Soulja Boy Tell’em,Trey Songz,LOL 🙂,LOL,"['alternative metal', 'nu metal', 'post-grunge']",4:06,Spotify,Song Book Digital,Trey Songz--LOL (2009),https://www.google.com/search?q=%22Trey Songz%22+%22LOL 🙂%22&ie=utf-8&oe=utf-8,3284
9/19/2009,2009,61,Sean Kingston,Sean Kingston,Face Drop,Face Drop,"['acoustic pop', 'lilith', 'neo mellow']",3:04,Spotify,Beluga Heights Digital,Sean Kingston--Face Drop (2009),https://www.google.com/search?q=%22Sean Kingston%22+%22Face Drop%22&ie=utf-8&oe=utf-8,3285
9/19/2009,2009,100,Whitney Houston,Whitney Houston,Million Dollar Bill,Million Dollar Bill,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'quiet storm', 'r&b', 'urban contemporary']",3:24,Spotify,Arista Digital,Whitney Houston--Million Dollar Bill (2009),https://www.google.com/search?q=%22Whitney Houston%22+%22Million Dollar Bill%22&ie=utf-8&oe=utf-8,3286
9/26/2009,2009,1,Jay-Z Featuring Alicia Keys,Jay-Z,Empire State Of Mind,Empire State of Mind,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'neo soul', 'queens hip hop']",4:36,Spotify,Roc Nation 522671,Jay-Z--Empire State of Mind (2009),https://www.google.com/search?q=%22Jay-Z%22+%22Empire State of Mind%22&ie=utf-8&oe=utf-8,3287
9/26/2009,2009,18,Boys Like Girls Featuring Taylor Swift,Boys Like Girls,Two Is Better Than One,Two Is Better Than One,"['gangster rap', 'hardcore hip hop', 'harlem hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",4:03,Spotify,Columbia Digital,Boys Like Girls--Two Is Better Than One (2009),https://www.google.com/search?q=%22Boys Like Girls%22+%22Two Is Better Than One%22&ie=utf-8&oe=utf-8,3288
9/26/2009,2009,38,Ester Dean Featuring Chris Brown,Ester Dean,Drop It Low,Drop It Low,"['hip pop', 'r&b', 'urban contemporary']",3:11,Spotify,Harvey Mason/Zone 4/Streamline Digital,Ester Dean--Drop It Low (2009),https://www.google.com/search?q=%22Ester Dean%22+%22Drop It Low%22&ie=utf-8&oe=utf-8,3289
9/26/2009,2009,41,Jay-Z Featuring Mr. Hudson,Jay-Z,Young Forever,Young Forever,"['dance pop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'trap']",4:13,Spotify,Roc Nation Digital,Jay-Z--Young Forever (2009),https://www.google.com/search?q=%22Jay-Z%22+%22Young Forever%22&ie=utf-8&oe=utf-8,3290
9/26/2009,2009,46,Glee Cast,Glee Cast,Take A Bow,Take a Bow,"['contemporary country', 'country', 'country dawn', 'country road', 'pop rock']",3:35,Spotify,Fox Digital,Glee Cast--Take a Bow (2009),https://www.google.com/search?q=%22Glee Cast%22+%22Take a Bow%22&ie=utf-8&oe=utf-8,3291
9/26/2009,2009,73,Three Days Grace,Three Days Grace,Break,Break,"['candy pop', 'dance pop', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']",3:13,Spotify,Jive Digital,Three Days Grace--Break (2009),https://www.google.com/search?q=%22Three Days Grace%22+%22Break%22&ie=utf-8&oe=utf-8,3292
10/3/2009,2009,7,"Black Eyed Peas, The",Black Eyed Peas,Meet Me Halfway,Meet Me Halfway,"['pop', 'post-teen pop']",4:44,Spotify,Interscope Digital,Black Eyed Peas--Meet Me Halfway (2009),https://www.google.com/search?q=%22Black Eyed Peas%22+%22Meet Me Halfway%22&ie=utf-8&oe=utf-8,3293
10/3/2009,2009,8,"Drake Featuring Kanye West, Lil Wayne & Eminem",Drake,Forever,Forever,"['downtempo', 'electronica', 'nu jazz', 'trip hop']",5:57,Spotify,Harvey Mason/Zone 4/Streamline Digital,Drake--Forever (2009),https://www.google.com/search?q=%22Drake%22+%22Forever%22&ie=utf-8&oe=utf-8,3294
10/3/2009,2009,11,Carrie Underwood,Carrie Underwood,Cowboy Casanova,Cowboy Casanova,"['dance pop', 'pop', 'post-teen pop']",3:57,Spotify,19 Digital,Carrie Underwood--Cowboy Casanova (2009),https://www.google.com/search?q=%22Carrie Underwood%22+%22Cowboy Casanova%22&ie=utf-8&oe=utf-8,3295
10/3/2009,2009,31,Leona Lewis,Leona Lewis,Happy,Happy,"['pop', 'post-teen pop']",4:01,Spotify,SYCO/J Digital,Leona Lewis--Happy (2009),https://www.google.com/search?q=%22Leona Lewis%22+%22Happy%22&ie=utf-8&oe=utf-8,3296
10/3/2009,2009,40,Drake Featuring Lil Wayne & Young Jeezy,Drake,I’m Going In,I'm Going In,"['australian pop', 'bow pop', 'celtic rock', 'dance pop', 'europop', 'neo mellow', 'new wave pop', 'pop rock']",3:45,Spotify,Young Money/Cash Money Digital,Drake--I'm Going In (2009),https://www.google.com/search?q=%22Drake%22+%22I%27m Going In%22&ie=utf-8&oe=utf-8,3297
10/3/2009,2009,55,LMFAO,LMFAO,La La La,La La La,"['adult standards', 'disco', 'jazz funk', 'jazz guitar', 'motown', 'quiet storm', 'smooth jazz', 'soft rock', 'soul', 'soul jazz', 'yacht rock']",3:30,Spotify,Party Rock/will.i.am/Cherrytree Digital,LMFAO--La La La (2009),https://www.google.com/search?q=%22LMFAO%22+%22La La La%22&ie=utf-8&oe=utf-8,3298
10/3/2009,2009,59,Kid Cudi Featuring MGMT & Ratatat,Kid Cudi,Pursuit Of Happiness (Nightmare),Pursuit of Happiness (Nightmare),[],4:55,Spotify,Dream On/G.O.O.D. Digital,Kid Cudi--Pursuit of Happiness (Nightmare) (2009),https://www.google.com/search?q=%22Kid Cudi%22+%22Pursuit of Happiness%22&ie=utf-8&oe=utf-8,3299
10/3/2009,2009,60,Mariah Carey,Mariah Carey,I Want To Know What Love Is,I Want to Know What Love Is,"['canadian indie', 'canadian pop', 'canadian rock', 'comic', 'pop rock', 'post-grunge']",3:27,Spotify,Island Digital,Mariah Carey--I Want to Know What Love Is (2009),https://www.google.com/search?q=%22Mariah Carey%22+%22I Want to Know What Love Is%22&ie=utf-8&oe=utf-8,3300
10/3/2009,2009,68,Bon Jovi,Bon Jovi,We Weren’t Born To Follow,We Weren't Born to Follow,"['chanson', 'classic soundtrack', 'french jazz', 'french soundtrack']",4:09,Spotify,Mercury 013426 EX,Bon Jovi--We Weren't Born to Follow (2009),https://www.google.com/search?q=%22Bon Jovi%22+%22We Weren%27t Born to Follow%22&ie=utf-8&oe=utf-8,3301
10/3/2009,2009,92,"All-American Rejects, The",All-American Rejects,I Wanna,I Wanna,"['adult standards', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",3:28,Spotify,Doghouse/DGC Digital,All-American Rejects--I Wanna (2009),https://www.google.com/search?q=%22All-American Rejects%22+%22I Wanna%22&ie=utf-8&oe=utf-8,3302
10/3/2009,2009,92,Alice In Chains,Alice in Chains,Check My Brain,Check My Brain,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",3:57,Spotify,Virgin Digital,Alice in Chains--Check My Brain (2009),https://www.google.com/search?q=%22Alice in Chains%22+%22Check My Brain%22&ie=utf-8&oe=utf-8,3303
